,time_period_start,time_period_end,time_open,time_close,rate_open,rate_high,rate_low,rate_close
0,2010-07-10T00:00:00.0000000Z,2010-07-20T00:00:00.0000000Z,2010-07-18T17:48:00.0000000Z,2010-07-19T21:02:00.0000000Z,0.037725324537843934,0.07735270406170264,0.025294956547277935,0.037749592121710515
1,2010-07-20T00:00:00.0000000Z,2010-07-30T00:00:00.0000000Z,2010-07-20T03:54:00.0000000Z,2010-07-29T23:07:00.0000000Z,0.05314053345651446,0.057517036843207026,0.028948748458403104,0.04307676036832412
2,2010-07-30T00:00:00.0000000Z,2010-08-09T00:00:00.0000000Z,2010-07-30T03:55:00.0000000Z,2010-08-08T22:24:00.0000000Z,0.04421933229953985,0.04788773388773388,0.029149990082644628,0.03992849404761904
3,2010-08-09T00:00:00.0000000Z,2010-08-19T00:00:00.0000000Z,2010-08-09T02:23:00.0000000Z,2010-08-18T23:43:00.0000000Z,0.03901148055359127,0.055052559215686275,0.0310347736,0.04204859446398239
4,2010-08-19T00:00:00.0000000Z,2010-08-29T00:00:00.0000000Z,2010-08-19T13:14:00.0000000Z,2010-08-28T22:08:00.0000000Z,0.04187491792985062,0.05485880833333333,0.031224489795918364,0.04166799290420679
5,2010-08-29T00:00:00.0000000Z,2010-09-08T00:00:00.0000000Z,2010-08-29T03:50:00.0000000Z,2010-09-07T23:31:00.0000000Z,0.04147409311478772,0.047711472602739724,0.014780321376146788,0.03893218548617504
6,2010-09-08T00:00:00.0000000Z,2010-09-18T00:00:00.0000000Z,2010-09-08T05:56:00.0000000Z,2010-09-17T22:42:00.0000000Z,0.03799752440944881,0.118528083132944,0.032359702253521125,0.03596151354838709
7,2010-09-18T00:00:00.0000000Z,2010-09-28T00:00:00.0000000Z,2010-09-18T02:49:00.0000000Z,2010-09-27T22:49:00.0000000Z,0.0375912908496732,0.04755412099999999,0.026974581939799333,0.03942048929663608
8,2010-09-28T00:00:00.0000000Z,2010-10-08T00:00:00.0000000Z,2010-09-28T02:43:00.0000000Z,2010-10-07T23:09:00.0000000Z,0.03863972612166254,0.04653059330993395,0.03200633,0.041973471455181204
9,2010-10-08T00:00:00.0000000Z,2010-10-18T00:00:00.0000000Z,2010-10-08T01:39:00.0000000Z,2010-10-17T20:51:00.0000000Z,0.04351768488745981,0.08929419210901993,0.005503485714285715,0.06715690720951627
10,2010-10-18T00:00:00.0000000Z,2010-10-28T00:00:00.0000000Z,2010-10-18T03:15:00.0000000Z,2010-10-27T23:15:00.0000000Z,0.06729773313816287,0.13371602021957577,0.04741578947368422,0.12198095361157771
11,2010-10-28T00:00:00.0000000Z,2010-11-07T00:00:00.0000000Z,2010-10-28T02:16:00.0000000Z,2010-11-06T23:56:00.0000000Z,0.12057478149100256,0.3523132557351113,0.07055555555555555,0.23969119587811427
12,2010-11-07T00:00:00.0000000Z,2010-11-17T00:00:00.0000000Z,2010-11-07T00:01:00.0000000Z,2010-11-16T23:17:00.0000000Z,0.30902043418690855,0.3346205879538462,0.08075362318840579,0.149538595810706
13,2010-11-17T00:00:00.0000000Z,2010-11-27T00:00:00.0000000Z,2010-11-17T03:54:00.0000000Z,2010-11-26T23:57:00.0000000Z,0.14780277375687112,0.2316316601766092,0.1120657442253521,0.18542125400051468
14,2010-11-27T00:00:00.0000000Z,2010-12-07T00:00:00.0000000Z,2010-11-27T08:55:00.0000000Z,2010-12-06T18:53:00.0000000Z,0.1865559633027523,0.261275724868421,0.10621382258064516,0.13335057536162723
15,2010-12-07T00:00:00.0000000Z,2010-12-17T00:00:00.0000000Z,2010-12-07T03:21:00.0000000Z,2010-12-16T22:31:00.0000000Z,0.1251907391618497,0.24096090789473687,0.09831998778135048,0.15945404016102768
16,2010-12-17T00:00:00.0000000Z,2010-12-27T00:00:00.0000000Z,2010-12-17T13:51:00.0000000Z,2010-12-26T20:22:00.0000000Z,0.15888191917996428,0.1870225224,0.11459478260869566,0.1708687623954225
17,2010-12-27T00:00:00.0000000Z,2011-01-06T00:00:00.0000000Z,2010-12-27T03:56:00.0000000Z,2011-01-05T19:40:00.0000000Z,0.16249047150377657,0.20897404615384615,0.15009746822033898,0.1930890945473251
18,2011-01-06T00:00:00.0000000Z,2011-01-16T00:00:00.0000000Z,2011-01-06T01:12:00.0000000Z,2011-01-15T22:25:00.0000000Z,0.19232883882954974,0.2680526902237088,0.17691024948024947,0.24694806538381958
19,2011-01-16T00:00:00.0000000Z,2011-01-26T00:00:00.0000000Z,2011-01-16T01:59:00.0000000Z,2011-01-25T22:44:00.0000000Z,0.2509493927125506,0.29702761764705876,0.18267114525139663,0.26373983050847455
20,2011-01-26T00:00:00.0000000Z,2011-02-05T00:00:00.0000000Z,2011-01-26T01:41:00.0000000Z,2011-02-04T23:59:00.0000000Z,0.2657839461041666,0.6286796498905908,0.23355013654618473,0.5170031913777245
21,2011-02-05T00:00:00.0000000Z,2011-02-15T00:00:00.0000000Z,2011-02-05T00:45:00.0000000Z,2011-02-14T23:24:00.0000000Z,0.534427610423212,0.7288540540540541,0.48758400503727506,0.6859322113914255
22,2011-02-15T00:00:00.0000000Z,2011-02-25T00:00:00.0000000Z,2011-02-15T00:30:00.0000000Z,2011-02-24T23:20:00.0000000Z,0.6491599379524301,0.7228893752620544,0.4861008066184074,0.6329420669331952
23,2011-02-25T00:00:00.0000000Z,2011-03-07T00:00:00.0000000Z,2011-02-25T02:52:00.0000000Z,2011-03-06T23:47:00.0000000Z,0.6208171444811261,0.674755390946502,0.48620937961595273,0.5473155737704918
24,2011-03-07T00:00:00.0000000Z,2011-03-17T00:00:00.0000000Z,2011-03-07T01:52:00.0000000Z,2011-03-16T23:52:00.0000000Z,0.5495835831304369,0.6006452540763242,0.5075913076923076,0.5280690904044408
25,2011-03-17T00:00:00.0000000Z,2011-03-27T00:00:00.0000000Z,2011-03-18T01:07:00.0000000Z,2011-03-26T23:11:00.0000000Z,0.5419164356435644,0.5967623762376237,0.4402973265461541,0.543005959624569
26,2011-03-27T00:00:00.0000000Z,2011-04-06T00:00:00.0000000Z,2011-03-27T00:18:00.0000000Z,2011-04-05T23:53:00.0000000Z,0.5323528655590926,0.587267620967742,0.35149451189898,0.46416150566413533
27,2011-04-06T00:00:00.0000000Z,2011-04-16T00:00:00.0000000Z,2011-04-06T00:36:00.0000000Z,2011-04-15T23:51:00.0000000Z,0.4877414062135922,0.7450875332038835,0.43801183252634573,0.6504979114894283
28,2011-04-16T00:00:00.0000000Z,2011-04-26T00:00:00.0000000Z,2011-04-16T00:04:00.0000000Z,2011-04-25T23:34:00.0000000Z,0.6500107142857142,1.3760978456014363,0.5932260332881355,1.0438806505582698
29,2011-04-26T00:00:00.0000000Z,2011-05-06T00:00:00.0000000Z,2011-04-26T00:08:00.0000000Z,2011-05-05T23:55:00.0000000Z,1.0359500478170942,2.892118196994991,0.9533789993166806,2.2019751455499414
30,2011-05-06T00:00:00.0000000Z,2011-05-16T00:00:00.0000000Z,2011-05-06T00:07:00.0000000Z,2011-05-15T23:58:00.0000000Z,2.1536167260303407,6.0782170542635665,2.0854245791101125,4.609656761014152
31,2011-05-16T00:00:00.0000000Z,2011-05-26T00:00:00.0000000Z,2011-05-16T00:01:00.0000000Z,2011-05-25T23:59:00.0000000Z,4.615400132205883,6.5803256302521,3.292724468292683,5.300865545891937
32,2011-05-26T00:00:00.0000000Z,2011-06-05T00:00:00.0000000Z,2011-05-26T00:01:00.0000000Z,2011-06-04T23:59:00.0000000Z,5.282487916360197,12.930934911242602,4.860436893203883,11.999336562369912
33,2011-06-05T00:00:00.0000000Z,2011-06-15T00:00:00.0000000Z,2011-06-05T00:01:00.0000000Z,2011-06-14T23:59:00.0000000Z,12.2129362355827,21.915633872502383,5.859703502919099,12.810876854325581
34,2011-06-15T00:00:00.0000000Z,2011-06-25T00:00:00.0000000Z,2011-06-15T00:02:00.0000000Z,2011-06-19T17:31:00.0000000Z,12.924056558139535,13.595384953463586,7.058192675159235,10.356506624000003
35,2011-06-25T00:00:00.0000000Z,2011-07-05T00:00:00.0000000Z,2011-06-26T17:34:00.0000000Z,2011-07-04T23:58:00.0000000Z,11.396446371193134,12.72797207303974,7.633547526266043,8.587319762892335
36,2011-07-05T00:00:00.0000000Z,2011-07-15T00:00:00.0000000Z,2011-07-05T00:02:00.0000000Z,2011-07-14T23:59:00.0000000Z,8.635153172445255,11.188478767123286,6.678024135129932,8.78368639031043
37,2011-07-15T00:00:00.0000000Z,2011-07-25T00:00:00.0000000Z,2011-07-15T00:02:00.0000000Z,2011-07-24T23:59:00.0000000Z,8.848072529465096,10.012295869356388,7.616607597998331,8.730045543881028
38,2011-07-25T00:00:00.0000000Z,2011-08-04T00:00:00.0000000Z,2011-07-25T00:01:00.0000000Z,2011-08-03T23:58:00.0000000Z,8.751016343697477,9.776067835757058,5.255285005210918,5.749991850040749
39,2011-08-04T00:00:00.0000000Z,2011-08-14T00:00:00.0000000Z,2011-08-04T00:05:00.0000000Z,2011-08-13T23:59:00.0000000Z,5.6233958265933355,8.237362699130433,3.580056051053731,6.361161172792363
40,2011-08-14T00:00:00.0000000Z,2011-08-24T00:00:00.0000000Z,2011-08-14T00:01:00.0000000Z,2011-08-23T23:59:00.0000000Z,6.483098460161565,8.05229959202176,5.752289415384615,6.786550097469176
41,2011-08-24T00:00:00.0000000Z,2011-09-03T00:00:00.0000000Z,2011-08-24T00:03:00.0000000Z,2011-09-02T23:58:00.0000000Z,6.83129668800916,7.479017210144928,4.635541805034965,5.4377628
42,2011-09-03T00:00:00.0000000Z,2011-09-13T00:00:00.0000000Z,2011-09-03T00:01:00.0000000Z,2011-09-12T23:58:00.0000000Z,5.3936407971822655,5.90068041631579,2.56753151937792,3.834426507311932
43,2011-09-13T00:00:00.0000000Z,2011-09-23T00:00:00.0000000Z,2011-09-13T00:02:00.0000000Z,2011-09-22T23:59:00.0000000Z,3.7324137931034485,4.621345558156098,2.6075930801687766,3.4371170533975244
44,2011-09-23T00:00:00.0000000Z,2011-10-03T00:00:00.0000000Z,2011-09-23T00:04:00.0000000Z,2011-10-02T23:56:00.0000000Z,3.44296992212617,4.037014868540344,2.829383644157624,3.202061741142858
45,2011-10-03T00:00:00.0000000Z,2011-10-13T00:00:00.0000000Z,2011-10-03T00:06:00.0000000Z,2011-10-12T23:58:00.0000000Z,3.166146844354841,4.131931818181818,2.3106418026115687,2.63204648041618
46,2011-10-13T00:00:00.0000000Z,2011-10-23T00:00:00.0000000Z,2011-10-13T00:06:00.0000000Z,2011-10-22T23:57:00.0000000Z,2.6137550705230335,2.7785899126666664,1.2529896907216496,2.000192934088059
47,2011-10-23T00:00:00.0000000Z,2011-11-02T00:00:00.0000000Z,2011-10-23T00:04:00.0000000Z,2011-11-01T23:58:00.0000000Z,1.9871084415949944,2.8453576982892694,1.4948432854984897,1.991522403354005
48,2011-11-02T00:00:00.0000000Z,2011-11-12T00:00:00.0000000Z,2011-11-02T00:02:00.0000000Z,2011-11-11T23:59:00.0000000Z,2.011795346969777,2.330724299065421,1.7158348504813792,1.9836239575435939
49,2011-11-12T00:00:00.0000000Z,2011-11-22T00:00:00.0000000Z,2011-11-12T00:01:00.0000000Z,2011-11-21T23:59:00.0000000Z,1.8916006831467058,2.242667889561271,1.22345900872307,1.4546562531914895
50,2011-11-22T00:00:00.0000000Z,2011-12-02T00:00:00.0000000Z,2011-11-22T00:01:00.0000000Z,2011-12-01T23:59:00.0000000Z,1.4366786844574726,9.957468535469108,1.3206924083769633,1.9735465718618765
51,2011-12-02T00:00:00.0000000Z,2011-12-12T00:00:00.0000000Z,2011-12-03T00:01:00.0000000Z,2011-12-11T23:58:00.0000000Z,1.9300019605490244,2.3371745283018863,1.5572902764705883,2.091763459339576
52,2011-12-12T00:00:00.0000000Z,2011-12-22T00:00:00.0000000Z,2011-12-12T00:03:00.0000000Z,2011-12-21T23:59:00.0000000Z,2.052719888873239,3.183387489845654,1.8010013138044894,2.4653327444000004
53,2011-12-22T00:00:00.0000000Z,2012-01-01T00:00:00.0000000Z,2011-12-22T00:02:00.0000000Z,2011-12-31T23:59:00.0000000Z,2.4491896,3.4312531186662305,2.2085477446163613,3.1532861308141387
54,2012-01-01T00:00:00.0000000Z,2012-01-11T00:00:00.0000000Z,2012-01-01T00:01:00.0000000Z,2012-01-10T23:59:00.0000000Z,3.0845935855739284,4.975254677101741,2.82680131725963,4.244268292682927
55,2012-01-11T00:00:00.0000000Z,2012-01-21T00:00:00.0000000Z,2012-01-11T00:02:00.0000000Z,2012-01-20T23:57:00.0000000Z,4.1213862435865884,5.477749430523917,2.9295468245127063,4.449416894964841
56,2012-01-21T00:00:00.0000000Z,2012-01-31T00:00:00.0000000Z,2012-01-21T00:02:00.0000000Z,2012-01-30T23:57:00.0000000Z,4.407494931299339,5.073868132307693,2.2433413296778615,3.6970217277910447
57,2012-01-31T00:00:00.0000000Z,2012-02-10T00:00:00.0000000Z,2012-01-31T00:04:00.0000000Z,2012-02-09T23:59:00.0000000Z,3.5216583038676093,4.7497455,2.188416137229987,3.8725626903696297
58,2012-02-10T00:00:00.0000000Z,2012-02-20T00:00:00.0000000Z,2012-02-10T00:01:00.0000000Z,2012-02-19T23:59:00.0000000Z,3.8449536398940745,456.2696603773585,1.7895038230756042,2.7925671534408956
59,2012-02-20T00:00:00.0000000Z,2012-03-01T00:00:00.0000000Z,2012-02-20T00:04:00.0000000Z,2012-02-29T23:59:00.0000000Z,2.781448330874823,4.237535630344552,2.3544940061214743,3.2740848000000002
60,2012-03-01T00:00:00.0000000Z,2012-03-11T00:00:00.0000000Z,2012-03-01T00:01:00.0000000Z,2012-03-10T23:52:00.0000000Z,3.3225269436997316,3.523080054200542,2.6719094887315795,3.125029730154502
61,2012-03-11T00:00:00.0000000Z,2012-03-21T00:00:00.0000000Z,2012-03-11T00:06:00.0000000Z,2012-03-20T23:59:00.0000000Z,3.1984543499424727,3.902631670746178,2.7782421428571427,3.297917639368755
62,2012-03-21T00:00:00.0000000Z,2012-03-31T00:00:00.0000000Z,2012-03-21T00:01:00.0000000Z,2012-03-30T23:59:00.0000000Z,3.2954342803738315,3.490368421052631,2.7471403236330083,3.295724581268657
63,2012-03-31T00:00:00.0000000Z,2012-04-10T00:00:00.0000000Z,2012-03-31T00:02:00.0000000Z,2012-04-09T23:59:00.0000000Z,3.2497882433804577,3.52244665945946,2.9083194168169153,3.152942437119305
64,2012-04-10T00:00:00.0000000Z,2012-04-20T00:00:00.0000000Z,2012-04-10T00:03:00.0000000Z,2012-04-19T23:58:00.0000000Z,3.1115374040506327,3.6362586327694926,2.887105469089644,3.3243682352941173
65,2012-04-20T00:00:00.0000000Z,2012-04-30T00:00:00.0000000Z,2012-04-20T00:01:00.0000000Z,2012-04-29T23:49:00.0000000Z,3.2768242665489153,4.2622222222222215,3.002233250620347,3.381639278956279
66,2012-04-30T00:00:00.0000000Z,2012-05-10T00:00:00.0000000Z,2012-04-30T00:02:00.0000000Z,2012-05-09T23:57:00.0000000Z,3.3793662814107175,3.8138322261443975,3.0465429405546125,3.294663381379041
67,2012-05-10T00:00:00.0000000Z,2012-05-20T00:00:00.0000000Z,2012-05-10T00:02:00.0000000Z,2012-05-19T23:46:00.0000000Z,3.3652013697596277,3.844946273950911,3.0003937007874018,3.5794266129663974
68,2012-05-20T00:00:00.0000000Z,2012-05-30T00:00:00.0000000Z,2012-05-20T00:01:00.0000000Z,2012-05-29T23:56:00.0000000Z,3.577047005016358,3.9650510020400813,3.140405194513873,3.698240141158052
69,2012-05-30T00:00:00.0000000Z,2012-06-09T00:00:00.0000000Z,2012-05-30T00:02:00.0000000Z,2012-06-08T23:58:00.0000000Z,3.6451948206616884,4.20249326602918,3.204845598320918,3.932702573642529
70,2012-06-09T00:00:00.0000000Z,2012-06-19T00:00:00.0000000Z,2012-06-09T00:02:00.0000000Z,2012-06-18T23:59:00.0000000Z,3.96641717087419,4.88296383004386,3.4196825916140865,4.557724221895973
71,2012-06-19T00:00:00.0000000Z,2012-06-29T00:00:00.0000000Z,2012-06-19T00:01:00.0000000Z,2012-06-28T23:58:00.0000000Z,4.553629357240223,5.251485148514851,3.6794667663233875,4.727720029448546
72,2012-06-29T00:00:00.0000000Z,2012-07-09T00:00:00.0000000Z,2012-06-29T00:04:00.0000000Z,2012-07-08T23:59:00.0000000Z,4.719049946477335,5.090901513944224,3.970078252725421,4.812467583056555
73,2012-07-09T00:00:00.0000000Z,2012-07-19T00:00:00.0000000Z,2012-07-09T00:02:00.0000000Z,2012-07-18T23:59:00.0000000Z,4.831774020807834,7.012051282051281,4.065721106770337,6.39743636859294
74,2012-07-19T00:00:00.0000000Z,2012-07-29T00:00:00.0000000Z,2012-07-19T00:01:00.0000000Z,2012-07-28T23:59:00.0000000Z,6.43519797545868,6.647932557205941,4.740527406788415,5.999827633711506
75,2012-07-29T00:00:00.0000000Z,2012-08-08T00:00:00.0000000Z,2012-07-29T00:01:00.0000000Z,2012-08-07T23:59:00.0000000Z,5.929403066439522,8.556303262331838,5.116247800277047,7.185296965657832
76,2012-08-08T00:00:00.0000000Z,2012-08-18T00:00:00.0000000Z,2012-08-08T00:17:00.0000000Z,2012-08-17T23:59:00.0000000Z,7.151405832678711,13.426273645546374,6.470514105102818,8.520729338356487
77,2012-08-18T00:00:00.0000000Z,2012-08-28T00:00:00.0000000Z,2012-08-18T00:01:00.0000000Z,2012-08-27T23:58:00.0000000Z,7.9318617563961675,9.54947225269529,4.2983307792207786,7.142718133851708
78,2012-08-28T00:00:00.0000000Z,2012-09-07T00:00:00.0000000Z,2012-08-28T00:02:00.0000000Z,2012-09-06T23:59:00.0000000Z,6.9639941925296736,8.768873401647445,5.730729550850332,7.276595713791911
79,2012-09-07T00:00:00.0000000Z,2012-09-17T00:00:00.0000000Z,2012-09-07T00:01:00.0000000Z,2012-09-16T23:59:00.0000000Z,7.228973771234427,8.827907356654043,6.205272382065137,7.766379784615384
80,2012-09-17T00:00:00.0000000Z,2012-09-27T00:00:00.0000000Z,2012-09-17T00:02:00.0000000Z,2012-09-26T23:59:00.0000000Z,7.847480488738314,11.036923076923078,6.688625020074653,7.976829471578595
81,2012-09-27T00:00:00.0000000Z,2012-10-07T00:00:00.0000000Z,2012-09-27T00:01:00.0000000Z,2012-10-06T23:58:00.0000000Z,7.82486264232785,9.643907932535171,6.740610899428456,8.114595716377924
82,2012-10-07T00:00:00.0000000Z,2012-10-17T00:00:00.0000000Z,2012-10-07T00:05:00.0000000Z,2012-10-16T23:58:00.0000000Z,8.143003644305493,9.306818181818182,5.774871841031542,7.496875510204081
83,2012-10-17T00:00:00.0000000Z,2012-10-27T00:00:00.0000000Z,2012-10-17T00:03:00.0000000Z,2012-10-26T23:59:00.0000000Z,7.7161186262063035,8.856427829268293,5.571780213618157,6.699408866995074
84,2012-10-27T00:00:00.0000000Z,2012-11-06T00:00:00.0000000Z,2012-10-27T00:01:00.0000000Z,2012-11-05T23:59:00.0000000Z,6.758266754012447,8.051242730569497,5.735030184369391,7.019995073998641
85,2012-11-06T00:00:00.0000000Z,2012-11-16T00:00:00.0000000Z,2012-11-06T00:01:00.0000000Z,2012-11-15T23:59:00.0000000Z,7.139620884238206,8.549999464674858,6.430091494026015,7.75264416893677
86,2012-11-16T00:00:00.0000000Z,2012-11-26T00:00:00.0000000Z,2012-11-16T00:01:00.0000000Z,2012-11-24T23:58:00.0000000Z,7.584780889023283,8.99694851736135,7.064219659286848,8.268480689245393
87,2012-11-26T00:00:00.0000000Z,2012-12-06T00:00:00.0000000Z,2012-11-26T00:01:00.0000000Z,2012-12-05T23:59:00.0000000Z,8.425143086631016,10.772315444980554,6.828511887242952,9.463512607875291
88,2012-12-06T00:00:00.0000000Z,2012-12-16T00:00:00.0000000Z,2012-12-06T00:01:00.0000000Z,2012-12-15T23:59:00.0000000Z,9.384614188679246,10.233056909299362,7.489737562831845,8.201246805404908
89,2012-12-16T00:00:00.0000000Z,2012-12-26T00:00:00.0000000Z,2012-12-16T00:01:00.0000000Z,2012-12-25T23:55:00.0000000Z,8.29588068282752,8.61816250487034,2.7169828029156267,3.8292235438120117
90,2012-12-26T00:00:00.0000000Z,2013-01-05T00:00:00.0000000Z,2012-12-26T00:10:00.0000000Z,2013-01-04T23:59:00.0000000Z,3.6430886146747326,4.427356280495168,1.3352706500857936,2.591134983085061
91,2013-01-05T00:00:00.0000000Z,2013-01-15T00:00:00.0000000Z,2013-01-05T00:01:00.0000000Z,2013-01-14T23:59:00.0000000Z,2.591134983085061,2.8190134198082353,2.5597034745715193,2.769901687755827
